customer_id,campaign_id,state,action,mdpreward,next_state
7,29,_Spend=138.56,619,0,_Spend=138.56
7,29,_Spend=138.56,619,-1,_Spend=28.14
7,29,_Spend=28.14,982,1,_Spend=99.02
7,29,_Spend=99.02,982,1,_Spend=212.66
7,29,_Spend=212.66,982,0,_Spend=212.66
7,29,_Spend=212.66,982,-1,_Spend=28.14
7,29,_Spend=28.14,982,0,_Spend=28.14
7,29,_Spend=28.14,982,1,_Spend=99.02
7,29,_Spend=99.02,982,0,_Spend=99.02
7,29,_Spend=99.02,982,0,_Spend=99.02
7,29,_Spend=99.02,982,-1,_Spend=28.14
7,29,_Spend=28.14,982,0,_Spend=28.14
7,29,_Spend=28.14,982,1,_Spend=99.02
7,29,_Spend=99.02,982,-1,_Spend=28.14
7,29,_Spend=28.14,982,0,_Spend=28.14
7,29,_Spend=28.14,982,0,_Spend=28.14
7,29,_Spend=28.14,982,0,_Spend=28.14
7,29,_Spend=28.14,982,1,_Spend=373.65
7,8,_Spend=373.65,661,0,_Spend=373.65
7,8,_Spend=373.65,661,-1,_Spend=95.82
7,12,_Spend=95.82,492,1,_Spend=172.4
7,8,_Spend=172.4,73,-1,_Spend=85.13
7,12,_Spend=85.13,492,1,_Spend=433.13
7,12,_Spend=433.13,492,-1,_Spend=85.13
7,12,_Spend=85.13,496,1,_Spend=138.56
7,29,_Spend=138.56,619,0,_Spend=138.56
7,29,_Spend=138.56,619,-1,_Spend=102.94
7,29,_Spend=102.94,800,0,_Spend=102.94
7,29,_Spend=102.94,800,0,_Spend=102.94
7,29,_Spend=102.94,800,1,_Spend=106.51
7,29,_Spend=106.51,868,0,_Spend=nan
8,8,_Spend=391.46,661,0,_Spend=391.46
8,8,_Spend=391.46,661,-1,_Spend=266.79
8,8,_Spend=266.79,559,0,_Spend=266.79
8,8,_Spend=266.79,559,-1,_Spend=106.5
8,8,_Spend=106.5,8,1,_Spend=462.35
8,8,_Spend=462.35,8,-1,_Spend=78.01
8,8,_Spend=78.01,8,1,_Spend=106.5
8,8,_Spend=106.5,8,1,_Spend=272.5
8,11,_Spend=272.5,669,0,_Spend=272.5
8,11,_Spend=272.5,669,-1,_Spend=236.88
8,11,_Spend=236.88,669,1,_Spend=426.73
8,8,_Spend=426.73,8,-1,_Spend=319.87
8,8,_Spend=319.87,532,-1,_Spend=131.44
8,8,_Spend=131.44,8,0,_Spend=131.44
8,8,_Spend=131.44,8,-1,_Spend=106.5
8,8,_Spend=106.5,8,1,_Spend=461.64
8,8,_Spend=461.64,882,-1,_Spend=177.74
8,13,_Spend=177.74,756,0,_Spend=177.74
8,13,_Spend=177.74,756,0,_Spend=177.74
8,13,_Spend=177.74,22,0,_Spend=177.74
8,13,_Spend=177.74,22,1,_Spend=404.98
8,13,_Spend=404.98,22,-1,_Spend=126.8
8,13,_Spend=126.8,22,0,_Spend=126.8
8,13,_Spend=126.8,22,-1,_Spend=95.82
8,13,_Spend=95.82,22,0,_Spend=95.82
8,13,_Spend=95.82,22,0,_Spend=95.82
8,13,_Spend=95.82,22,1,_Spend=397.52
8,13,_Spend=397.52,22,-1,_Spend=117.19
8,13,_Spend=117.19,22,-1,_Spend=74.45
8,13,_Spend=74.45,22,1,_Spend=113.63
8,13,_Spend=113.63,22,-1,_Spend=78.01
8,13,_Spend=78.01,22,0,_Spend=78.01
8,13,_Spend=78.01,22,1,_Spend=113.63
8,13,_Spend=113.63,22,1,_Spend=174.18
8,11,_Spend=174.18,571,0,_Spend=174.18
8,11,_Spend=174.18,571,1,_Spend=533.23
8,11,_Spend=533.23,669,-1,_Spend=248.63
8,11,_Spend=248.63,669,-1,_Spend=74.45
8,11,_Spend=74.45,669,1,_Spend=149.25
8,13,_Spend=149.25,22,1,_Spend=693.52
8,8,_Spend=693.52,532,-1,_Spend=84.78
8,8,_Spend=84.78,8,1,_Spend=180.95
8,13,_Spend=180.95,22,1,_Spend=675.36
8,13,_Spend=675.36,22,0,_Spend=675.36
8,13,_Spend=675.36,22,-1,_Spend=126.8
8,13,_Spend=126.8,22,-1,_Spend=31.7
8,13,_Spend=31.7,22,1,_Spend=135.0
8,13,_Spend=135.0,22,0,_Spend=135.0
8,13,_Spend=135.0,22,-1,_Spend=113.63
8,13,_Spend=113.63,22,0,_Spend=113.63
8,13,_Spend=113.63,22,-1,_Spend=70.88
8,13,_Spend=70.88,586,0,_Spend=70.88
8,13,_Spend=70.88,586,0,_Spend=nan
9,30,_Spend=85.13,366,0,_Spend=nan
10,2,_Spend=255.04,460,0,_Spend=255.04
10,2,_Spend=255.04,460,-1,_Spend=63.76
10,2,_Spend=63.76,460,1,_Spend=124.31
10,8,_Spend=124.31,6,1,_Spend=127.88
10,8,_Spend=127.88,6,0,_Spend=nan
11,8,_Spend=142.12,7,-1,_Spend=49.16
11,8,_Spend=49.16,7,1,_Spend=142.12
11,8,_Spend=142.12,7,-1,_Spend=35.26
11,8,_Spend=35.26,7,1,_Spend=195.2
11,8,_Spend=195.2,1017,-1,_Spend=35.26
11,8,_Spend=35.26,7,1,_Spend=312.04
11,13,_Spend=312.04,21,-1,_Spend=211.59
11,13,_Spend=211.59,21,-1,_Spend=35.26
11,8,_Spend=35.26,7,1,_Spend=141.06
11,8,_Spend=141.06,7,0,_Spend=nan
12,8,_Spend=142.48,11,1,_Spend=569.92
12,8,_Spend=569.92,11,-1,_Spend=142.48
12,8,_Spend=142.48,11,1,_Spend=1282.32
12,8,_Spend=1282.32,11,-1,_Spend=142.48
12,8,_Spend=142.48,11,1,_Spend=1282.32
12,8,_Spend=1282.32,11,-1,_Spend=188.43
12,8,_Spend=188.43,682,0,_Spend=188.43
12,8,_Spend=188.43,682,-1,_Spend=142.12
12,8,_Spend=142.12,682,1,_Spend=142.48
12,8,_Spend=142.48,11,0,_Spend=142.48
12,8,_Spend=142.48,11,-1,_Spend=53.07
12,8,_Spend=53.07,585,1,_Spend=1282.32
12,8,_Spend=1282.32,11,-1,_Spend=569.92
12,8,_Spend=569.92,11,-1,_Spend=484.42
12,8,_Spend=484.42,11,-1,_Spend=31.7
12,13,_Spend=31.7,21,1,_Spend=115.77
12,13,_Spend=115.77,885,1,_Spend=483.72
12,13,_Spend=483.72,440,0,_Spend=483.72
12,13,_Spend=483.72,440,-1,_Spend=320.58
12,8,_Spend=320.58,11,-1,_Spend=91.54
12,13,_Spend=91.54,21,1,_Spend=138.56
12,13,_Spend=138.56,21,-1,_Spend=115.77
12,13,_Spend=115.77,21,-1,_Spend=16.03
12,13,_Spend=16.03,21,1,_Spend=115.77
12,13,_Spend=115.77,885,1,_Spend=578.83
12,8,_Spend=578.83,682,-1,_Spend=70.88
12,13,_Spend=70.88,21,1,_Spend=366.18
12,13,_Spend=366.18,21,-1,_Spend=115.77
12,13,_Spend=115.77,21,-1,_Spend=35.62
12,8,_Spend=35.62,11,0,_Spend=35.62
12,8,_Spend=35.62,11,1,_Spend=637.95
12,13,_Spend=637.95,885,-1,_Spend=35.26
12,13,_Spend=35.26,21,1,_Spend=637.95
12,13,_Spend=637.95,21,1,_Spend=1048.66
12,13,_Spend=1048.66,885,-1,_Spend=117.19
12,13,_Spend=117.19,440,1,_Spend=992.73
12,13,_Spend=992.73,440,-1,_Spend=31.7
12,13,_Spend=31.7,21,1,_Spend=1048.66
12,13,_Spend=1048.66,21,-1,_Spend=283.54
12,13,_Spend=283.54,885,-1,_Spend=126.8
12,13,_Spend=126.8,21,-1,_Spend=35.26
12,13,_Spend=35.26,21,1,_Spend=283.54
12,13,_Spend=283.54,21,0,_Spend=nan
13,8,_Spend=320.22,59,0,_Spend=320.22
13,8,_Spend=320.22,59,-1,_Spend=113.62
13,8,_Spend=113.62,494,1,_Spend=320.22
13,8,_Spend=320.22,59,0,_Spend=320.22
13,8,_Spend=320.22,59,1,_Spend=1280.9
13,8,_Spend=1280.9,59,-1,_Spend=74.45
13,11,_Spend=74.45,913,1,_Spend=174.18
13,8,_Spend=174.18,804,-1,_Spend=74.44
13,13,_Spend=74.44,125,1,_Spend=320.22
13,8,_Spend=320.22,59,-1,_Spend=174.18
13,8,_Spend=174.18,806,-1,_Spend=74.44
13,13,_Spend=74.44,125,1,_Spend=320.22
13,8,_Spend=320.22,59,-1,_Spend=42.39
13,13,_Spend=42.39,1065,0,_Spend=nan
14,8,_Spend=177.74,8,-1,_Spend=37.4
14,8,_Spend=37.4,6,1,_Spend=340.88
14,8,_Spend=340.88,6,-1,_Spend=117.19
14,8,_Spend=117.19,8,-1,_Spend=112.56
14,8,_Spend=112.56,8,1,_Spend=177.74
14,8,_Spend=177.74,8,-1,_Spend=124.31
14,8,_Spend=124.31,6,1,_Spend=924.34
14,8,_Spend=924.34,6,-1,_Spend=177.74
14,8,_Spend=177.74,8,-1,_Spend=124.31
14,8,_Spend=124.31,6,-1,_Spend=37.4
14,8,_Spend=37.4,6,1,_Spend=156.02
14,8,_Spend=156.02,6,1,_Spend=177.74
14,8,_Spend=177.74,8,-1,_Spend=156.02
14,8,_Spend=156.02,6,1,_Spend=596.99
14,8,_Spend=596.99,6,-1,_Spend=112.56
14,8,_Spend=112.56,8,1,_Spend=142.12
14,8,_Spend=142.12,8,-1,_Spend=135.0
14,8,_Spend=135.0,8,1,_Spend=596.99
14,8,_Spend=596.99,6,-1,_Spend=42.39
14,8,_Spend=42.39,6,1,_Spend=924.34
14,8,_Spend=924.34,6,-1,_Spend=37.4
14,8,_Spend=37.4,6,1,_Spend=42.39
14,8,_Spend=42.39,6,1,_Spend=124.31
14,8,_Spend=124.31,6,1,_Spend=596.99
14,8,_Spend=596.99,6,-1,_Spend=117.19
14,8,_Spend=117.19,8,-1,_Spend=112.56
14,8,_Spend=112.56,8,1,_Spend=142.12
14,8,_Spend=142.12,8,1,_Spend=340.88
14,8,_Spend=340.88,6,-1,_Spend=156.02
14,8,_Spend=156.02,6,-1,_Spend=141.06
14,8,_Spend=141.06,6,-1,_Spend=135.0
14,8,_Spend=135.0,8,1,_Spend=340.88
14,8,_Spend=340.88,6,-1,_Spend=135.0
14,8,_Spend=135.0,8,-1,_Spend=112.56
14,8,_Spend=112.56,8,1,_Spend=135.0
14,8,_Spend=135.0,8,1,_Spend=156.02
14,8,_Spend=156.02,6,1,_Spend=924.34
14,8,_Spend=924.34,6,-1,_Spend=710.98
14,8,_Spend=710.98,8,-1,_Spend=156.02
14,8,_Spend=156.02,6,-1,_Spend=135.0
14,8,_Spend=135.0,8,1,_Spend=142.12
14,8,_Spend=142.12,8,1,_Spend=320.58
14,8,_Spend=320.58,6,-1,_Spend=156.02
14,8,_Spend=156.02,6,-1,_Spend=124.31
14,8,_Spend=124.31,6,-1,_Spend=37.4
14,8,_Spend=37.4,6,1,_Spend=296.0
14,8,_Spend=296.0,6,-1,_Spend=141.06
14,8,_Spend=141.06,6,1,_Spend=340.88
14,8,_Spend=340.88,6,-1,_Spend=177.74
14,8,_Spend=177.74,8,1,_Spend=296.0
14,8,_Spend=296.0,6,1,_Spend=774.74
14,8,_Spend=774.74,6,-1,_Spend=78.0
14,8,_Spend=78.0,8,1,_Spend=177.74
14,8,_Spend=177.74,8,0,_Spend=177.74
14,8,_Spend=177.74,8,-1,_Spend=117.19
14,8,_Spend=117.19,8,-1,_Spend=28.14
14,8,_Spend=28.14,8,1,_Spend=638.32
14,8,_Spend=638.32,8,-1,_Spend=124.31
14,8,_Spend=124.31,6,-1,_Spend=42.39
14,8,_Spend=42.39,6,1,_Spend=156.02
14,8,_Spend=156.02,6,1,_Spend=596.99
14,8,_Spend=596.99,6,-1,_Spend=117.19
14,8,_Spend=117.19,8,-1,_Spend=37.4
14,8,_Spend=37.4,6,1,_Spend=340.88
14,8,_Spend=340.88,6,-1,_Spend=28.14
14,8,_Spend=28.14,8,1,_Spend=156.02
14,8,_Spend=156.02,6,0,_Spend=156.02
14,8,_Spend=156.02,6,1,_Spend=253.26
14,8,_Spend=253.26,8,-1,_Spend=177.74
14,8,_Spend=177.74,8,-1,_Spend=156.02
14,8,_Spend=156.02,6,-1,_Spend=99.38
14,8,_Spend=99.38,6,1,_Spend=124.31
14,8,_Spend=124.31,6,1,_Spend=156.02
14,8,_Spend=156.02,6,-1,_Spend=142.12
14,8,_Spend=142.12,8,-1,_Spend=99.38
14,8,_Spend=99.38,6,1,_Spend=568.5
14,8,_Spend=568.5,8,-1,_Spend=37.4
14,8,_Spend=37.4,6,1,_Spend=596.99
14,8,_Spend=596.99,6,-1,_Spend=135.0
14,8,_Spend=135.0,8,1,_Spend=177.74
14,8,_Spend=177.74,8,-1,_Spend=42.39
14,8,_Spend=42.39,6,1,_Spend=112.56
14,8,_Spend=112.56,8,1,_Spend=177.74
14,8,_Spend=177.74,8,1,_Spend=596.99
14,8,_Spend=596.99,6,-1,_Spend=112.56
14,8,_Spend=112.56,8,1,_Spend=177.74
14,8,_Spend=177.74,8,1,_Spend=213.36
14,8,_Spend=213.36,6,-1,_Spend=169.56
14,8,_Spend=169.56,6,-1,_Spend=99.38
14,8,_Spend=99.38,6,1,_Spend=135.0
14,8,_Spend=135.0,8,-1,_Spend=112.56
14,8,_Spend=112.56,8,1,_Spend=177.74
14,8,_Spend=177.74,8,-1,_Spend=42.39
14,8,_Spend=42.39,6,1,_Spend=112.56
14,8,_Spend=112.56,8,1,_Spend=124.31
14,8,_Spend=124.31,8,1,_Spend=142.12
14,8,_Spend=142.12,8,1,_Spend=213.36
14,8,_Spend=213.36,6,1,_Spend=320.58
14,8,_Spend=320.58,6,-1,_Spend=37.4
14,8,_Spend=37.4,6,1,_Spend=169.56
14,8,_Spend=169.56,6,-1,_Spend=99.38
14,8,_Spend=99.38,6,-1,_Spend=28.14
14,8,_Spend=28.14,8,1,_Spend=177.74
14,8,_Spend=177.74,8,-1,_Spend=28.14
14,13,_Spend=28.14,24,1,_Spend=177.74
14,13,_Spend=177.74,24,-1,_Spend=28.14
14,8,_Spend=28.14,8,0,_Spend=28.14
14,8,_Spend=28.14,8,1,_Spend=135.0
14,8,_Spend=135.0,8,-1,_Spend=124.31
14,8,_Spend=124.31,8,1,_Spend=142.12
14,8,_Spend=142.12,8,-1,_Spend=28.14
14,13,_Spend=28.14,24,0,_Spend=28.14
14,13,_Spend=28.14,24,1,_Spend=124.31
14,13,_Spend=124.31,24,1,_Spend=135.0
14,13,_Spend=135.0,24,1,_Spend=142.12
14,13,_Spend=142.12,24,1,_Spend=213.36
14,8,_Spend=213.36,6,0,_Spend=213.36
14,8,_Spend=213.36,6,-1,_Spend=80.15
14,8,_Spend=80.15,6,-1,_Spend=37.4
14,8,_Spend=37.4,6,1,_Spend=99.38
14,8,_Spend=99.38,6,1,_Spend=102.59
14,13,_Spend=102.59,705,1,_Spend=112.56
14,8,_Spend=112.56,8,1,_Spend=162.43
14,8,_Spend=162.43,8,-1,_Spend=135.0
14,8,_Spend=135.0,8,-1,_Spend=112.56
14,13,_Spend=112.56,24,1,_Spend=135.0
14,13,_Spend=135.0,24,1,_Spend=162.43
14,13,_Spend=162.43,24,1,_Spend=191.99
14,8,_Spend=191.99,6,-1,_Spend=155.31
14,8,_Spend=155.31,6,1,_Spend=767.96
14,8,_Spend=767.96,6,-1,_Spend=169.56
14,8,_Spend=169.56,6,1,_Spend=253.26
14,8,_Spend=253.26,8,-1,_Spend=142.12
14,8,_Spend=142.12,8,1,_Spend=169.56
14,8,_Spend=169.56,6,-1,_Spend=42.38
14,8,_Spend=42.38,6,1,_Spend=177.74
14,8,_Spend=177.74,8,0,_Spend=177.74
14,13,_Spend=177.74,24,-1,_Spend=135.0
14,8,_Spend=135.0,8,0,_Spend=135.0
14,13,_Spend=135.0,24,1,_Spend=155.31
14,8,_Spend=155.31,6,-1,_Spend=117.19
14,8,_Spend=117.19,8,0,_Spend=117.19
14,13,_Spend=117.19,24,-1,_Spend=95.82
14,8,_Spend=95.82,6,1,_Spend=142.12
14,8,_Spend=142.12,8,0,_Spend=142.12
14,13,_Spend=142.12,24,1,_Spend=253.26
14,8,_Spend=253.26,8,0,_Spend=253.26
14,13,_Spend=253.26,24,-1,_Spend=138.56
14,8,_Spend=138.56,6,1,_Spend=141.76
14,8,_Spend=141.76,6,-1,_Spend=95.82
14,8,_Spend=95.82,8,1,_Spend=253.26
14,8,_Spend=253.26,8,-1,_Spend=135.0
14,8,_Spend=135.0,8,-1,_Spend=95.82
14,13,_Spend=95.82,24,1,_Spend=253.26
14,13,_Spend=253.26,24,-1,_Spend=135.0
14,13,_Spend=135.0,24,1,_Spend=298.15
14,8,_Spend=298.15,6,-1,_Spend=28.14
14,8,_Spend=28.14,8,0,_Spend=28.14
14,13,_Spend=28.14,24,1,_Spend=767.96
14,8,_Spend=767.96,6,-1,_Spend=448.1
14,8,_Spend=448.1,8,0,_Spend=448.1
14,13,_Spend=448.1,24,-1,_Spend=42.39
14,8,_Spend=42.39,6,1,_Spend=112.56
14,8,_Spend=112.56,8,1,_Spend=124.31
14,8,_Spend=124.31,8,-1,_Spend=112.56
14,13,_Spend=112.56,24,1,_Spend=124.31
14,13,_Spend=124.31,24,1,_Spend=622.99
14,8,_Spend=622.99,6,-1,_Spend=138.56
14,8,_Spend=138.56,6,1,_Spend=142.12
14,13,_Spend=142.12,23,0,_Spend=nan
15,30,_Spend=135.0,468,-1,_Spend=106.5
15,26,_Spend=106.5,407,1,_Spend=376.86
15,26,_Spend=376.86,942,-1,_Spend=99.38
15,30,_Spend=99.38,522,1,_Spend=127.88
15,30,_Spend=127.88,468,1,_Spend=135.0
15,30,_Spend=135.0,468,1,_Spend=145.69
15,30,_Spend=145.69,468,-1,_Spend=135.0
15,30,_Spend=135.0,468,1,_Spend=145.69
15,30,_Spend=145.69,468,1,_Spend=170.62
15,30,_Spend=170.62,468,0,_Spend=170.62
15,30,_Spend=170.62,468,-1,_Spend=120.75
15,30,_Spend=120.75,522,1,_Spend=135.0
15,30,_Spend=135.0,468,-1,_Spend=78.01
15,26,_Spend=78.01,942,1,_Spend=135.0
15,30,_Spend=135.0,468,0,_Spend=135.0
15,30,_Spend=135.0,468,1,_Spend=145.69
15,30,_Spend=145.69,468,-1,_Spend=127.88
15,30,_Spend=127.88,468,1,_Spend=135.0
15,30,_Spend=135.0,468,-1,_Spend=70.88
15,26,_Spend=70.88,407,1,_Spend=120.75
15,30,_Spend=120.75,522,-1,_Spend=99.38
15,30,_Spend=99.38,522,-1,_Spend=35.62
15,26,_Spend=35.62,407,1,_Spend=191.99
15,8,_Spend=191.99,755,-1,_Spend=135.0
15,30,_Spend=135.0,468,-1,_Spend=99.38
15,30,_Spend=99.38,522,1,_Spend=117.19
15,26,_Spend=117.19,942,1,_Spend=127.88
15,30,_Spend=127.88,468,-1,_Spend=99.38
15,30,_Spend=99.38,522,1,_Spend=145.69
15,30,_Spend=145.69,468,-1,_Spend=135.0
15,30,_Spend=135.0,468,0,_Spend=135.0
15,30,_Spend=135.0,468,-1,_Spend=74.44
15,13,_Spend=74.44,450,0,_Spend=74.44
15,13,_Spend=74.44,450,0,_Spend=74.44
15,13,_Spend=74.44,450,0,_Spend=74.44
15,13,_Spend=74.44,450,1,_Spend=149.25
15,30,_Spend=149.25,468,-1,_Spend=135.0
15,30,_Spend=135.0,468,1,_Spend=145.69
15,30,_Spend=145.69,468,-1,_Spend=74.44
15,13,_Spend=74.44,450,0,_Spend=74.44
15,13,_Spend=74.44,450,0,_Spend=74.44
15,13,_Spend=74.44,450,0,_Spend=74.44
15,13,_Spend=74.44,450,1,_Spend=85.49
15,26,_Spend=85.49,569,1,_Spend=99.38
15,30,_Spend=99.38,522,1,_Spend=481.58
15,13,_Spend=481.58,692,-1,_Spend=149.25
15,30,_Spend=149.25,468,-1,_Spend=135.0
15,30,_Spend=135.0,468,0,_Spend=nan
16,8,_Spend=338.03,559,0,_Spend=338.03
16,8,_Spend=338.03,559,0,_Spend=338.03
16,8,_Spend=338.03,559,0,_Spend=nan
17,30,_Spend=38.47,933,1,_Spend=85.13
17,8,_Spend=85.13,6,1,_Spend=92.26
17,8,_Spend=92.26,6,-1,_Spend=56.28
17,8,_Spend=56.28,6,1,_Spend=146.04
17,8,_Spend=146.04,6,-1,_Spend=85.13
17,8,_Spend=85.13,6,1,_Spend=99.38
17,8,_Spend=99.38,983,-1,_Spend=63.76
17,8,_Spend=63.76,581,0,_Spend=63.76
17,8,_Spend=63.76,581,1,_Spend=95.82
17,8,_Spend=95.82,6,1,_Spend=120.75
17,30,_Spend=120.75,522,-1,_Spend=80.15
17,8,_Spend=80.15,6,0,_Spend=80.15
17,8,_Spend=80.15,6,0,_Spend=80.15
17,8,_Spend=80.15,6,1,_Spend=95.82
17,8,_Spend=95.82,6,-1,_Spend=85.13
17,8,_Spend=85.13,6,1,_Spend=92.26
17,8,_Spend=92.26,6,-1,_Spend=59.49
17,30,_Spend=59.49,672,1,_Spend=95.82
17,8,_Spend=95.82,6,-1,_Spend=70.89
17,13,_Spend=70.89,21,-1,_Spend=53.07
17,13,_Spend=53.07,21,-1,_Spend=37.4
17,8,_Spend=37.4,6,1,_Spend=95.82
17,8,_Spend=95.82,6,-1,_Spend=45.95
17,13,_Spend=45.95,21,0,_Spend=nan
19,29,_Spend=67.32,613,0,_Spend=67.32
19,29,_Spend=67.32,613,0,_Spend=nan
21,2,_Spend=63.76,514,1,_Spend=260.74
21,8,_Spend=260.74,902,-1,_Spend=246.49
21,8,_Spend=246.49,902,0,_Spend=246.49
21,8,_Spend=246.49,902,1,_Spend=260.74
21,8,_Spend=260.74,902,0,_Spend=nan
23,29,_Spend=163.5,416,-1,_Spend=163.49
23,29,_Spend=163.49,416,-1,_Spend=131.44
23,29,_Spend=131.44,868,1,_Spend=231.17
23,30,_Spend=231.17,541,-1,_Spend=70.89
23,30,_Spend=70.89,541,1,_Spend=106.5
23,8,_Spend=106.5,8,1,_Spend=169.56
23,30,_Spend=169.56,541,-1,_Spend=117.19
23,8,_Spend=117.19,8,1,_Spend=124.31
23,8,_Spend=124.31,8,-1,_Spend=102.94
23,29,_Spend=102.94,800,1,_Spend=320.22
23,8,_Spend=320.22,8,-1,_Spend=117.19
23,8,_Spend=117.19,8,-1,_Spend=106.5
23,8,_Spend=106.5,8,1,_Spend=177.74
23,8,_Spend=177.74,8,1,_Spend=188.43
23,30,_Spend=188.43,391,1,_Spend=355.49
23,30,_Spend=355.49,391,-1,_Spend=124.31
23,8,_Spend=124.31,8,-1,_Spend=106.5
23,8,_Spend=106.5,8,1,_Spend=142.12
23,8,_Spend=142.12,8,-1,_Spend=53.07
23,8,_Spend=53.07,727,0,_Spend=53.07
23,8,_Spend=53.07,725,1,_Spend=355.49
23,30,_Spend=355.49,391,-1,_Spend=67.32
23,29,_Spend=67.32,715,-1,_Spend=56.64
23,13,_Spend=56.64,21,1,_Spend=67.32
23,13,_Spend=67.32,21,1,_Spend=1067.18
23,8,_Spend=1067.18,8,0,_Spend=1067.18
23,8,_Spend=1067.18,59,-1,_Spend=63.4
23,13,_Spend=63.4,21,-1,_Spend=35.26
23,13,_Spend=35.26,21,1,_Spend=67.32
23,13,_Spend=67.32,21,-1,_Spend=28.14
23,13,_Spend=28.14,21,0,_Spend=28.14
23,13,_Spend=28.14,21,0,_Spend=28.14
23,13,_Spend=28.14,21,1,_Spend=42.39
23,30,_Spend=42.39,541,1,_Spend=88.69
23,29,_Spend=88.69,597,1,_Spend=124.32
23,29,_Spend=124.32,597,-1,_Spend=85.13
23,29,_Spend=85.13,597,0,_Spend=nan
24,13,_Spend=106.5,24,1,_Spend=124.31
24,13,_Spend=124.31,886,1,_Spend=142.13
24,13,_Spend=142.13,24,0,_Spend=142.13
24,13,_Spend=142.13,24,1,_Spend=426.02
24,13,_Spend=426.02,24,-1,_Spend=269.29
24,13,_Spend=269.29,24,1,_Spend=284.25
24,13,_Spend=284.25,24,0,_Spend=nan
27,26,_Spend=88.69,629,-1,_Spend=53.07
27,30,_Spend=53.07,900,1,_Spend=117.19
27,8,_Spend=117.19,8,-1,_Spend=106.5
27,8,_Spend=106.5,8,1,_Spend=445.6
27,8,_Spend=445.6,8,1,_Spend=798.24
27,8,_Spend=798.24,8,1,_Spend=807.86
27,8,_Spend=807.86,8,-1,_Spend=351.57
27,8,_Spend=351.57,8,-1,_Spend=177.74
27,8,_Spend=177.74,8,-1,_Spend=142.12
27,8,_Spend=142.12,8,0,_Spend=142.12
27,8,_Spend=142.12,8,1,_Spend=637.95
27,8,_Spend=637.95,8,-1,_Spend=124.31
27,26,_Spend=124.31,783,-1,_Spend=59.49
27,8,_Spend=59.49,8,1,_Spend=106.5
27,8,_Spend=106.5,8,-1,_Spend=70.88
27,8,_Spend=70.88,8,1,_Spend=354.78
27,8,_Spend=354.78,8,-1,_Spend=106.5
27,8,_Spend=106.5,8,0,_Spend=nan
